track_ID,artist_names,track_name,source,streams
1a5Yu5L18qNxVhXx38njON,"Alok, Bruno Martini, Zeeba",Hear Me Now,Virgin,11164986
1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,My Way,Columbia,11099145
152lZdxL1OR0ZMW6KquMif,Khalid,Location,"Right Hand Music Group, LLC/RCA Records",11085355
1m69ELEgE6k5ZWsap40ozt,Ozuna,Se Preparó,VP Records Corp/Dimelo Vi,11079041
4v094LQ9eF10k2O2Te2ngK,Niall Horan,Too Much To Ask,Capitol Records (US1A),11073444
2kVHAQKVtczchKctctzbtK,"Katy Perry, Nicki Minaj",Swish Swish,Capitol Records (CAP),10976067
0y9uTzK9cNKSAEHnpeRG8C,Kendrick Lamar,DUCKWORTH.,Aftermath,10971334
7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",10965630
1zayuwd1YLZsYDArkruHdL,Kendrick Lamar,The Heart Part 4,Top Dawg Entertainment,10856173
4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,Tunnel Vision,Atlantic Records,10757498
0ZoHHROTzwIYeNAHRPedTY,Chris Rea,Driving Home for Christmas,Rhino,10676312
08WPvDEsHvTFuB9w8tC2OS,Sage The Gemini,Now and Later,Global Gemini,10673070
0QsvXIfqM0zZoerQfsI9lm,"The Chainsmokers, Daya",Don't Let Me Down,Disruptor Records/Columbia,10662121
4Hf7WnR761jpxPr5D46Bcd,Shawn Mendes,Treat You Better,Island Records,10655487
6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,Atlantic Records,10591337
3umS4y3uQDkqekNjVpiRUs,Nicky Jam,El Amante,Sony Music Latin,10565160
