pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo,duration_sec
476,2020,35rdVq36LMHQX0Suw9a6tK,Taylor Swift,closure,[pop],0.69,0.7,0.25,0.84,0.13,0.92,151.88,180.653
477,2020,4saklk6nie3yiGePpBwUoc,BTS,Dynamite,[pop],0.75,0.77,0.1,0.01,0.09,0.74,114.04,199.053
478,2020,5jZ32WOU7sqzDYbzINwMUk,Bad Bunny  ABRA,SORRY PAPI,[latin],0.61,0.56,0.09,0.06,0.15,0.39,191.91,163.053
479,2020,3KJ3opyV29269SXkPrc19l,Bad Bunny,120,[latin],0.64,0.66,0.07,0.45,0.29,0.44,171.92,151.506
480,2020,2IKJtXeR5UsaUjZB46fTOK,Ariana Grande,six thirty,[pop],0.74,0.52,0.05,0.67,0.15,0.43,120.11,183.874
481,2020,2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,[pop],0.45,0.24,0.04,0.91,0.18,0.7,134.01,117.146
482,2020,7ccTcabbJlCJiIqtrSSwBk,Eminem,Premonition - Intro,[hip hop],0.85,0.64,0.37,0.03,0.38,0.51,165.98,173.893
483,2020,4kKdvXD0ez7jp1296JmAts,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),[pop],0.65,0.26,0.06,0.9,0.36,0.84,142.17,155.453
484,2020,6f3Slt0GbA2bPZlz0aIFXN,Tiesto,The Business,[Dance/Electronic],0.8,0.62,0.23,0.41,0.11,0.24,120.03,164
485,2020,09WAnxdBuebQopKhJT3oZS,Bad Bunny,TRELLAS,[latin],0.43,0.41,0.03,0.2,0.32,0.05,90.87,157.673
486,2020,1D3z6HTiQsNmZxjl7F7eoG,J. Cole,c l o s e,[hip hop],0.6,0.59,0.14,0.06,0.21,0.08,140.02,218.801
487,2020,7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe,[pop],0.66,0.56,0.05,0.5,0.08,0.85,161.99,182.946
488,2020,1xzUQMiCoY5pdego0pHMeV,Kid Cudi,She Knows This,[hip hop],0.39,0.72,0.09,0.16,0.39,0.31,165.95,216.56
489,2020,5fHrHoJKfCgBd35zwIBmUK,Future  Drake  Young Thug,D4L,[hip hop],0.72,0.71,0.06,0.01,0.35,0.82,170,189.176
490,2020,6pVW5LRWgeLaHudxauOTJU,Daryl Hall & John Oates,Jingle Bell Rock - Daryls Version,[rock],0.67,0.84,0.03,0.61,0.11,0.84,128.71,126.36
491,2020,0QtJZpyfZF67QF32p41NXa,Queen,Thank God Its Christmas - Non-Album Single,[pop],0.57,0.48,0.03,0.07,0.36,0.32,107.76,259.226
492,2020,5ASM6Qjiav2xPe7gRkQMsQ,The Ronettes,Sleigh Ride,[pop],0.53,0.77,0.03,0.4,0.32,0.85,91.75,181.266
493,2020,1jDbQz6tr52WgScCTXMnaN,Lil Uzi Vert,POP,[hip hop],0.74,0.6,0.42,0.01,0.79,0.28,139.89,227.474
494,2020,0247StOpd3AkeBQzANX4Zf,Band Aid,Do They Know Its Christmas? - 1984 Version,[pop],0.6,0.64,0.04,0.16,0.1,0.35,115.41,222.533
495,2020,4QVdnpSO5JGMFOEl6ys4RQ,Coldplay,Christmas Lights,[pop],0.3,0.5,0.03,0.21,0.86,0.22,132.06,268.521
496,2020,25B5fGr9K0VdZJiRFsnMO4,Lil Uzi Vert,Celebration Station,[hip hop],0.75,0.77,0.15,0.1,0.14,0.79,142.09,195.058
497,2020,41A89rj3GoMG6ktN37L7PG,Lady Gaga,Alice,[pop],0.72,0.88,0.04,0,0.06,0.32,123.04,177.6
498,2020,5K6Ssv4Z3zRvxt0P6EKUAP,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),[Dance/Electronic],0.6,0.78,0.1,0.22,0.06,0.48,124.11,183.725
499,2020,4jPy3l0RUwlUI9T5XHBW2m,24kGoldn,Mood (feat. iann dior),[hip hop],0.7,0.72,0.04,0.17,0.32,0.73,91.01,140.533
500,2020,6w8yBI2vthyN9UnwO4UBWb,Tiago PZK  LIT killah,Entre Nosotros,[latin],0.73,0.51,0.05,0.49,0.14,0.79,170.06,192.352
501,2020,3R8CyhJfVjvgIROd5RSGhQ,Mac Miller,I Can See,[hip hop],0.7,0.5,0.09,0.39,0.1,0.05,114.86,220.853
502,2020,40U8d12pC5UHqmHwXjHjjl,The Weeknd,Repeat After Me (Interlude),[ r&b],0.56,0.62,0.03,0.03,0.09,0.14,95.03,195.813
503,2020,43qcs9NpJhDxtG91zxFkj7,Wisin  Jhay Cortez  Anuel AA  Los Legendarios  Myke Towers,Fiel - Remix,[latin],0.84,0.71,0.05,0.4,0.12,0.57,97.99,349.546
504,2020,27UcQ6dAvQrgH9C880rCM3,Justin Bieber,Love You Different (feat. BEAM),[pop],0.76,0.58,0.06,0.07,0.16,0.37,127.14,186.695
505,2020,3op7HNwLli54MBjFGzIlZO,BTS,Louder than bombs,[k-pop],0.64,0.67,0.15,0.04,0.09,0.49,146,217.404
506,2020,1aKuG1GG76xPLUkjBbQo3W,BTS,UGH!,[k-pop],0.72,0.82,0.13,0.04,0.05,0.33,166,225.012
507,2020,2oHDJHNondITqbl8xZ9vPn,Lil Uzi Vert,Bigger Than Life,[hip hop],0.78,0.75,0.19,0.33,0.33,0.72,140.01,192.705
508,2020,5H4mXWKcicuLKDn4Jy0sK7,Drake,Time Flies,[hip hop],0.86,0.48,0.22,0.2,0.18,0.5,86.46,192.931
509,2020,3JJL91ilRV6fXhKqu0FGXs,Tyler  The Creator,HOT WIND BLOWS (feat. Lil Wayne),[hip hop],0.37,0.75,0.4,0.6,0.48,0.73,173.46,155.292
510,2020,1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,[rock],0.77,0.51,0.03,0.32,0.07,0.77,94.74,227.653
511,2020,1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylorâ€™s Version),[pop],0.63,0.77,0.03,0.06,0.09,0.47,130.03,231.124
512,2020,5PuKlCjfEVIXl0ZBp5ZW9g,Michael Buble,Holly Jolly Christmas,[pop],0.65,0.47,0.04,0.87,0.09,0.7,151.25,119.786
513,2020,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,[pop],0.86,0.46,0.04,0.22,0.35,0.87,102.93,122.772
514,2020,3BYIzNZ3t9lRQCACXSMLrT,Lil Uzi Vert,Venetia,[hip hop],0.78,0.76,0.18,0.16,0.15,0.56,142.93,188.8
515,2020,03LfOYi0icz4souspZVVhq,Bizarrap  Nicky Jam,Nicky Jam: Bzrp Music Sessions  Vol. 41,[latin],0.63,0.85,0.15,0.09,0.15,0.82,89.91,158.086
516,2020,4OwhwvKESFtuu06dTgct7i,Marc Segua  Rauw Alejandro  Pol Granch,Tiroteo - Remix,[latin],0.75,0.52,0.03,0.28,0.07,0.6,110.43,321.555
517,2020,77sMIMlNaSURUAXq5coCxE,Taylor Swift,Fearless (Taylorâ€™s Version),[pop],0.57,0.74,0.03,0.01,0.33,0.43,100.12,241.591
518,2020,6ZelF5APDN5r6XnFqcnvWR,Migos  Travis Scott  Young Thug,Give No Fxk,[hip hop],0.9,0.63,0.22,0.03,0.09,0.24,145.98,224.243
519,2020,38GBNKZUhfBkk3oNlWzRYd,Billie Eilish,NDA,[pop],0.77,0.37,0.07,0.34,0.11,0.55,85.02,195.776
520,2020,7eYAHC0RbBF9eaqWzT34Aq,Drake,Desires (with Future),[hip hop],0.81,0.51,0.12,0.28,0.33,0.55,145.07,237.945
521,2020,1SV1fxF65n9NhRHp3KlBuu,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,[rock],0.77,0.51,0.03,0.32,0.07,0.77,94.74,227.653
522,2020,6FO4K7MrMoYkc5BlpX5LNV,Majestic  Boney M.,Rasputin,[pop],0.83,0.84,0.07,0,0.04,0.59,128.01,345.542
523,2020,1Qi2wh8fFgDV7tl4Sj3f2K,Sam Smith,Have Yourself A Merry Little Christmas,[pop],0.44,0.18,0.04,0.96,0.32,0.34,75.25,170.964
524,2020,6YAxCn4juTWn5hWl2hzHGw,Lil Uzi Vert,You Better Move,[hip hop],0.84,0.56,0.44,0.16,0.2,0.31,118.84,196.638
525,2020,2o9LAypwGH4ctV0i9boo6d,Justin Bieber,Come Around Me,[pop],0.65,0.68,0.04,0.26,0.1,0.77,157.94,200.773
526,2020,2Yv2mHzr5AQavVdwQjEokV,Mac Miller,Hand Me Downs,[hip hop],0.68,0.33,0.15,0.47,0.06,0.34,68.99,298.44
527,2020,27RYrbL6S02LNVhDWVl38b,John Lennon  Yoko Ono,Happy Xmas (War Is Over) - Remastered 2010,[rock],0.32,0.64,0.03,0.28,0.72,0.41,146.17,214.333
528,2020,46oHvXwpEZOFX518we1nJD,Tyler  The Creator,CORSO,[hip hop],0.7,0.85,0.34,0.17,0.12,0.75,97.67,146.481
529,2020,1lO9CZo6eDrOy0S7khgryG,Eminem,No Regrets (feat. Don Toliver),[hip hop],0.76,0.75,0.05,0,0.59,0.07,134.94,200.946
530,2020,1N1ZpYUJc9fwrqk53FGgWv,Sia,Santas Coming for Us,[pop],0.55,0.81,0.12,0.02,0.05,0.72,92.99,206.539
531,2020,0YWUHZPJVg4iujddsJDwhM,Britney Spears,My Only Wish (This Year),[pop],0.67,0.84,0.03,0.17,0.2,0.7,147.08,255.4
532,2020,3WfSNAoj2D8C9noPSGZZFM,Mac Miller,Complicated,[hip hop],0.83,0.36,0.05,0.14,0.07,0.6,75.01,232.211
533,2020,4qu63nuBpdn0qHUHuObEj1,Marshmello,Leave Before You Love Me (with Jonas Brothers),[Dance/Electronic],0.72,0.74,0.04,0,0.12,0.64,119.98,154.983
534,2020,6NYtLvyThMT0oALFdJFdzq,Ariana Grande,love language,[pop],0.69,0.57,0.21,0.07,0.07,0.55,110.03,179.86
535,2020,1whfVLMKWqAX3uk97VXsNN,Ariana Grande,west side,[pop],0.69,0.46,0.2,0.19,0.08,0.56,87.87,132.278
536,2020,4AlihYDqxXshKhvh5tnMfP,BTS,00:00 (Zero OClock),[pop],0.57,0.55,0.06,0.08,0.11,0.2,158,250.295
537,2020,1qwMkkRiD5jqLeUUjfgblh,Eminem,Lock It Up (feat. Anderson .Paak),[hip hop],0.85,0.75,0.22,0.09,0.08,0.52,137.02,170.226
538,2020,3uVPLtkmDu8pDkYEAVqbgS,Juice WRLD,Real Shit (with benny blanco),[hip hop],0.7,0.7,0.13,0.61,0.12,0.7,76.02,183.782
539,2020,7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,[rock],0.35,0.94,0.05,0,0.05,0.41,179.63,147.062
540,2020,3Q4gttWQ6hxqWOa3tHoTNi,Drake,Not You Too (feat. Chris Brown),[hip hop],0.46,0.45,0.05,0.34,0.07,0.32,86.32,269.68
541,2020,5Q2P43CJra0uRAogjHyJDK,Brett Eldredge,Baby  Its Cold Outside (feat. Meghan Trainor),[pop],0.58,0.57,0.04,0.74,0.27,0.68,114,173.56
542,2020,4L6ihclQPu1hqP9r3WNJjQ,Lady Gaga,Free Woman,[pop],0.73,0.93,0.08,0.02,0.19,0.48,119.01,191.466
543,2020,34d7sGX6WUqq8f04e7CSNF,Eminem,Marsh,[hip hop],0.87,0.49,0.21,0.01,0.39,0.05,144.99,200.573
544,2020,2kJRlOyrxsy7Ot3c5TZ8Q6,Joao Gomes,Meu Pedaco de Pecado,[latin],0.67,0.89,0.06,0.37,0.26,0.91,151.92,157.175
545,2020,1OjmlSFuzYflWjSMTCyTJv,Jonas Brothers,Like Its Christmas,[pop],0.73,0.57,0.1,0.02,0.05,0.61,146.04,200.88
546,2020,3QVHSV8YKYq4L8tI5rnFgj,Eminem,Stepdad,[hip hop],0.78,0.81,0.18,0.02,0.32,0.56,145.68,213.413
547,2020,3EG9FJ0ToLfgnc1IG2Z1wz,Tyler  The Creator,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),[hip hop],0.47,0.65,0.07,0.33,0.55,0.39,140.22,588.139
548,2020,2BcnxwxBuar5wjCaLqm5N3,The Weeknd,Until I Bleed Out,[r&b],0.25,0.39,0.04,0.42,0.09,0.15,115.23,190.173
549,2020,3ruoIF2UnoXdzK8mR61ebq,21 Savage  Metro Boomin,Rich Nigga Shit (feat. Young Thug),[hip hop],0.83,0.73,0.1,0.35,0.11,0.62,97.97,190.331
550,2020,40qyPyljksBEqlNw5sW37T,Justin Bieber,Habitual,[pop],0.76,0.44,0.04,0.52,0.07,0.63,139,168.2
551,2020,71R8HJxQk5qMiRstrlXN9t,Rauw Alejandro  Mr. Naisgai,2/Catorce,[latin],0.54,0.46,0.22,0.68,0.12,0.43,83.88,212.031
552,2020,5zFglKYiknIxks8geR8rcL,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),[pop],0.71,0.68,0.03,0.04,0.15,0.72,99.05,227.395
553,2020,0IpnZchq8ek2A6pGEP2Qb1,Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],[hip hop],0.73,0.57,0.32,0.01,0.38,0.32,75.49,238.816
554,2020,2UbVnbE5FH6008mAm6Mmgw,OneRepublic,Run,[rock],0.68,0.72,0.04,0.33,0.15,0.67,117,169.01
555,2020,6O7fPYTsb2mY0PiFt2ymDB,Pop Smoke,Aim For The Moon (feat. Quavo),[hip hop],0.71,0.61,0.11,0.5,0.12,0.43,142.03,175.756
556,2020,5Py8zRKGkZvgHniVVtvNCN,Justin Bieber,All Around Me,[pop],0.57,0.44,0.04,0.81,0.21,0.69,117.13,136.906
557,2020,5zNW5ARjYhJQJz1AChP33n,Megan Thee Stallion,Thot Shit,[pop],0.95,0.69,0.09,0.01,0.17,0.89,130.02,184.634
558,2020,5YaskwnGDZFDRipaqzbwQx,ATB  Topic  A7S,Your Love (9PM),[Dance/Electronic],0.67,0.78,0.11,0.19,0.12,0.52,125.99,150.052
559,2020,3rLIv187BhjyweFe89SgLn,Justin Bieber,Somebody,[pop],0.71,0.83,0.03,0,0.3,0.66,129.96,220.92
560,2020,0H4ugk6rhnXmTl47ayy9O5,Agust D,Daechwita,[hip hop],0.65,0.83,0.06,0.02,0.12,0.22,145,225.668
561,2020,6myUpr3GDR80Dg3zqNTmmG,Kid Cudi,Another Day,[hip hop],0.65,0.76,0.07,0.56,0.34,0.06,173,199.786
562,2020,1iQDltZqI7BXnHrFy4Qo1k,SHAED  ZAYN,Trampoline,[pop],0.62,0.46,0.03,0.56,0.14,0.5,126.8,184.28
563,2020,4ydmav4vl7hebadtfZtMrg,Tyler  The Creator,SIR BAUDELAIRE (feat. DJ Drama),[hip hop],0.47,0.64,0.15,0.31,0.84,0.51,127.6,88.624
564,2020,6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,[pop],0.67,0.53,0.06,0.03,0.28,0.28,124,143.746
565,2020,1Eu51GaXEehPMrDMh5QghA,Pop Smoke,Tell The Vision (feat. Kanye West & Pusha T),[hip hop],0.66,0.69,0.33,0.25,0.35,0.68,143.97,215
566,2020,37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears,[r&b],0.65,0.83,0.03,0.02,0.09,0.59,118.09,191.013
567,2020,3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,[r&b],0.45,0.47,0.08,0.52,0.3,0.54,89.09,198.37
568,2020,7w05lsU2VLSeiT8Nukrv5M,BTS,Friends,[pop],0.55,0.75,0.04,0.07,0.05,0.65,79.98,199.338
569,2020,7njGslFmqBmOSSOpTyZCs9,Dua Lipa,Dont Start Now,[pop],0.79,0.79,0.08,0.01,0.1,0.68,123.95,183.29
570,2020,1QLZKzC2pjP4ySf4ALrNhm,Ava Max,Christmas Without You,[pop],0.65,0.6,0.05,0.42,0.11,0.38,118.08,169.245
571,2020,3Z3QhZAZpqwZa1phsbQ3JZ,Chris Rea,Driving Home for Christmas - 2019 Remaster,[pop],0.5,0.66,0.04,0.33,0.21,0.89,180.23,240.213
572,2020,2OQ6a4CfUeYskpTTgyawyJ,Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),[pop],0.64,0.87,0.04,0.02,0.12,0.91,93,156.773
573,2020,5mZXWEH2eh8zMZGCxT5aW0,Eminem,Yah Yah (feat. Royce Da 59  Black Thought  Q-Tip & Denaun),[hip hop],0.46,0.97,0.38,0.14,0.11,0.36,183.59,286.96
574,2020,3CDVMejYHnB1SkEEx0T1N4,21 Savage  Metro Boomin,Many Men,[hip hop],0.64,0.79,0.03,0,0.11,0.28,77.59,201.856
575,2020,1zzxoZVylsna2BQB65Ppcb,DMX,X Gon Give It To Ya,[hip hop],0.76,0.9,0.18,0.01,0.07,0.67,95.03,217.586
576,2020,6cS9PmLky2NhLOhpIsUlow,Eminem,Gnat,[hip hop],0.84,0.87,0.27,0.25,0.46,0.82,140.95,224.656
577,2020,3ggtU1ZOKO8ZNiqPNyXGcm,Trinidad Cardona,Dinero,[latin],0.71,0.78,0.07,0.01,0.11,0.48,120,160.88
578,2020,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,[rock],0.61,0.81,0.03,0.05,0.1,0.4,124.05,240.4
579,2020,44WLOqH7QayQOQdeUHeKUK,BTS,We are Bulletproof : the Eternal,[k-pop],0.53,0.58,0.03,0.23,0.11,0.19,84.05,261.542
580,2020,4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,[latin],0.76,0.77,0.22,0.14,0.15,0.63,178,201.18
581,2020,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,[pop],0.5,0.41,0.03,0.75,0.11,0.45,109.89,182.16
582,2020,4PS1e8f2LvuTFgUs1Cn3ON,Nat King Cole,The Christmas Song (Merry Christmas To You),[R&B],0.32,0.21,0.03,0.92,0.14,0.21,78.7,192.16
583,2020,02XcRGWPkvomFvzTamEKHg,Juice WRLD,Anxiety - Intro,[hip hop],0.31,0.53,0.11,0.97,0.22,0.58,174.8,70.394
584,2020,7sjFIZ1g5QLJLGja3k592K,Pop Smoke,44 BullDog,[hip hop],0.8,0.56,0.4,0.03,0.11,0.32,139.99,150.857
585,2020,3QH8rQGNFX8VLbCgZ7uPTS,BTS,Fly To My Room,[k-pop],0.76,0.53,0.21,0.05,0.07,0.59,114.91,222.242
586,2020,4GVwjLRT7oSsKby7Vy8EHr,BTS,Skit,[k-pop],0.7,0.32,0.88,0.86,0.91,0.54,114.82,179.547
587,2020,5oWFPbd340pwiXKMO1CQRy,Nat King Cole,Joy To The World,[pop],0.59,0.31,0.03,0.89,0.14,0.55,102.1,86.76
588,2020,59JWp4PjZ9TRM8cmtaDYB1,Lil Uzi Vert  21 Savage,Yessirskiii,[hip hop],0.9,0.74,0.28,0.02,0.1,0.76,140.01,219.34
589,2020,5VwwpU7KsLhgfbMEecedhJ,Justin Bieber,Get Me (feat. Kehlani),[pop],0.83,0.51,0.15,0.05,0.11,0.75,109.35,185.426
590,2020,3KixNgUEaDtrKJVzdqjU5q,Drake,Landed,[hip hop],0.88,0.64,0.29,0.01,0.11,0.72,163.95,152.195
591,2020,40YbWniIEmqy6s58fYXLUh,Eminem,Never Love Again,[hip hop],0.75,0.9,0.25,0.1,0.49,0.58,92.03,177.546
592,2020,3Qa944OTMZkg8DHjET8JQv,Mac Miller,Woods,[hip hop],0.78,0.36,0.05,0.14,0.11,0.46,85.01,286.386
593,2020,4BKOjYosPhw334moS3wlbO,BTS,Inner Child,[k-pop],0.59,0.7,0.07,0.02,0.08,0.33,134.95,233.265
594,2020,5TCBWmEBrin7etRa4Lswr1,Drake,When To Say When,[hip hop],0.41,0.82,0.53,0.25,0.54,0.53,170.72,223.124
595,2020,1ZvBVbsaNqHEP6ymXaPGlj,J. Cole,Lion King On Ice,[hip hop],0.73,0.66,0.19,0.08,0.12,0.23,139.96,210.586
596,2020,3IvMYBE7A3c7to1aEcfFJk,Drake,Deep Pockets,[hip hop],0.47,0.82,0.16,0.48,0.61,0.37,778.88,222.928
597,2020,74gykWHknHDrg4eMdcmdRq,Eminem,Farewell,[hip hop],0.89,0.66,0.11,0,0.26,0.47,93.01,247.733
598,2020,3yaYgjEFkRw3PVjW9mV1TO,Smiley,Over The Top (feat. Drake),[hip hop],0.83,0.5,0.12,0.05,0.12,0.26,139.93,153.406
599,2020,7fxSLnklnayJNBIKntXedZ,21 Savage  Metro Boomin,Slidin,[hip hop],0.77,0.71,0.36,0,0.1,0.38,152.89,185.036
600,2020,46mT9NR7N9Zf5MolcrBgE3,Lil Uzi Vert,Chrome Heart Tags,[hip hop],0.7,0.77,0.07,0.54,0.11,0.57,70.06,212.821
601,2019,25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,[pop],0.72,0.7,0.05,0.07,0.17,0.63,133,187.436
602,2019,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,[pop],0.7,0.43,0.38,0.33,0.1,0.56,135.13,194.087
603,2019,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,[pop],0.78,0.32,0.33,0.59,0.09,0.33,140.05,178.626
604,2019,1rgnBhdG2JDFTbYkYRZAku,Tones and I,Dance Monkey,[pop],0.83,0.59,0.1,0.69,0.17,0.54,98.08,209.754
605,2019,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Senorita,[pop],0.76,0.55,0.03,0.04,0.08,0.75,116.97,190.799
606,2019,5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma,[latin],0.74,0.86,0.06,0.11,0.06,0.66,93.99,193.226
607,2019,2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow,[pop],0.57,0.39,0.03,0.37,0.23,0.32,95.8,215.733
608,2019,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,[pop],0.5,0.41,0.03,0.75,0.11,0.45,109.89,182.16
609,2019,2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,[Dance/Electronic],0.69,0.79,0.05,0.19,0.17,0.67,100.02,214.289
610,2019,6MWtB6iiXyIwun0YzU6DFP,Post Malone,Wow.,[hip hop],0.83,0.54,0.18,0.16,0.1,0.39,99.95,149.52
611,2019,5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,[pop],0.75,0.49,0.07,0.3,0.09,0.53,136.04,201.66
612,2019,5iwz1NiezX7WWjnCgY5TH4,Pedro Capo,Calma - Remix,[latin],0.83,0.77,0.05,0.32,0.14,0.76,126.9,238.2
613,2019,6Qs4SXO9dwPj5GKvVOv8Ki,Sam Smith,Dancing With A Stranger (with Normani),[pop],0.74,0.52,0.07,0.45,0.22,0.35,103,171.029
614,2019,6vBdBCoOhKHiYDDOcorfNo,Post Malone,Goodbyes (Feat. Young Thug),[hip hop],0.58,0.65,0.07,0.45,0.11,0.18,150.23,174.96
615,2019,70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People (feat. Khalid),[pop],0.64,0.65,0.19,0.12,0.08,0.55,92.98,197.866
616,2019,6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,[hip hop],0.88,0.62,0.1,0.05,0.11,0.64,136.04,157.066
617,2019,2ksOAxtIxY8yElEWw8RhgK,Anuel AA,China,[latin],0.79,0.81,0.09,0.08,0.08,0.61,105.03,301.714
618,2019,2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita,[latin],0.61,0.62,0.31,0.6,0.24,0.24,176.17,250.533
619,2019,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD,[hip hop],0.84,0.36,0.28,0.15,0.27,0.46,123.98,213.593
620,2019,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,[rock],0.58,0.9,0.06,0.19,0.06,0.68,82.01,190.946
621,2019,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,[hip hop],0.83,0.73,0.22,0.01,0.12,0.45,155.01,312.82
622,2019,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,thank u  next,[pop],0.72,0.65,0.07,0.23,0.1,0.41,106.97,207.32
623,2019,0hVXuCcriWRGvwMV1r5Yn9,Ed Sheeran,I Dont Care (with Justin Bieber),[pop],0.8,0.68,0.04,0.09,0.09,0.84,101.96,219.946
624,2019,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,break up with your girlfriend  im bored,[pop],0.73,0.55,0.09,0.04,0.11,0.34,170,190.44
625,2019,7FGq80cy8juXBCD2nrqdWU,benny blanco,Eastside (with Halsey & Khalid),[Dance/Electronic],0.63,0.69,0.24,0.55,0.2,0.33,89.95,170.769
626,2019,21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,[hip hop],0.7,0.76,0.04,0.19,0.09,0.55,120.04,215.28
627,2019,5qmq61DAAOUaW8AUo8xKhh,Lizzo,Truth Hurts,[indie pop],0.72,0.62,0.11,0.11,0.12,0.41,158.09,173.325
628,2019,2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad (feat. Drake),[hip hop],0.89,0.5,0.09,0.26,0.25,0.54,86,180.522
629,2019,5WHTFyqSii0lmT9R21abT8,Mabel,Dont Call Me Up,[Dance/Electronic],0.67,0.88,0.15,0.3,0.08,0.23,98.99,178.48
630,2019,285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,[hip hop],0.51,0.57,0.2,0.35,0.34,0.22,839.03,239.835
631,2019,0uUNN1nSoUx1A4fkDCWDQ7,Ava Max,So Am I,[pop],0.68,0.66,0.04,0.07,0.35,0.61,130.09,183.026
632,2019,7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,[hip hop],0.68,0.58,0.04,0.33,0.14,0.34,145.04,231.266
633,2019,6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep?,[pop],0.48,0.68,0.09,0.15,0.08,0.35,110.57,202.204
634,2019,0e7ipj03S05BNilyu5bRzt,Post Malone,rockstar (feat. 21 Savage),[hip hop],0.59,0.52,0.07,0.12,0.13,0.13,159.8,218.146
635,2019,51Fjme0JiitpyXKuyQiCDo,Y2K,Lalala,[pop],0.84,0.39,0.08,0.18,0.14,0.5,129.97,160.626
636,2019,7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,Girls Like You (feat. Cardi B),[pop],0.85,0.54,0.05,0.57,0.13,0.45,124.96,235.545
637,2019,6TqXcAFInzjp0bODyvrWEq,Khalid,Talk (feat. Disclosure),[pop],0.9,0.4,0.13,0.05,0.06,0.35,135.98,197.573
638,2019,116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA (feat. Drake),[latin],0.82,0.54,0.06,0.01,0.1,0.16,97.06,210.367
639,2019,1DFD5Fotzgn6yYXkYsKiGs,MEDUZA,Piece Of Your Heart,[Dance/Electronic],0.68,0.74,0.03,0.04,0.07,0.63,124.08,152.913
640,2019,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the partys over,[pop],0.37,0.11,0.1,0.98,0.09,0.2,82.64,196.077
641,2019,1Ej96GIBCTvgH7tNX1r3qr,Sech,Otro Trago,[latin],0.75,0.7,0.34,0.14,0.11,0.62,176.04,225.933
642,2019,2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Let Me Down Slowly,[pop],0.65,0.56,0.03,0.74,0.12,0.48,150.07,169.353
643,2019,4R8BJggjosTswLxtkw8V7P,Jhay Cortez,No Me Conoce - Remix,[latin],0.81,0.79,0.07,0.15,0.09,0.58,91.97,309.12
644,2019,2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,[pop],0.76,0.32,0.05,0.84,0.08,0.58,91.02,189.486
