pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo
931,2018,2xmrfQpmS2iJExTlklLoAL,Clean Bandit,I Miss You (feat. Julia Michaels),[Dance/Electronic],0.64,0.66,0.05,0.25,0.09,0.33,105.08
932,2018,2xGjteMU3E1tkEPVFBO08U,Keala Settle,This Is Me,[Dance/Electronic],0.28,0.70,0.19,0.01,0.04,0.10,191.70
933,2018,25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,[pop],0.72,0.70,0.05,0.07,0.17,0.63,133.00
934,2018,09ts3GnICqYEU5PkQCpJK3,Justin Timberlake,Say Something,[pop],0.71,0.63,0.08,0.10,0.08,0.37,97.04
935,2018,2XXMDz7SPZ4mSFN1PXfHUy,Becky G,Cuando Te Besé,[latin],0.77,0.73,0.21,0.31,0.11,0.30,100.05
936,2018,1xznGGDReH1oQq0xzbwXa3,Drake,One Dance,[hip hop],0.79,0.62,0.05,0.01,0.35,0.37,103.99
937,2018,5hcisvFMidkMJlElTO9Qmw,Bad Bunny,Sensualidad,[latin],0.81,0.68,0.10,0.42,0.10,0.68,140.01
938,2018,51rXHuKN8Loc4sUlKPODgH,Jay Rock,Kings Dead (with Kendrick Lamar  Future & James Blake),[hip hop],0.56,0.72,0.34,0.00,0.18,0.43,82.06
939,2018,630sXRhIcfwr2e4RdNtjKN,Zac Efron,Rewrite The Stars,[pop],0.68,0.62,0.04,0.07,0.12,0.28,125.05
940,2018,54oMZ3blwWwuPN4wEoG5mk,Drake,Im Upset,[hip hop],0.90,0.59,0.33,0.26,0.08,0.50,149.95
941,2018,4IWAyPf1KMq7JCyGeCjTeH,Imagine Dragons,Whatever It Takes,[rock],0.68,0.65,0.03,0.04,0.13,0.54,134.96
942,2018,7DrluKkTviBwCc8AV3VGmf,Shakira,Clandestino,[latin],0.77,0.82,0.16,0.39,0.35,0.88,165.84
943,2018,6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,[pop],0.61,0.38,0.05,0.61,0.10,0.20,107.99
944,2018,7jqDzXJS0K0Re8uphYNit0,The Chainsmokers,Sick Boy,[Dance/Electronic],0.55,0.58,0.12,0.10,0.13,0.46,180.07
945,2018,78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard (Lil Baby & Gunna),[hip hop],0.90,0.67,0.29,0.10,0.55,0.36,112.50
946,2018,1j4kHkkpqZRBwE0A4CN4Yv,ZAYN,Dusk Till Dawn - Radio Edit,[pop],0.26,0.44,0.04,0.10,0.11,0.10,180.04
947,2018,1AhDOtG9vPSOmsWgNW0BEY,Queen,Bohemian Rhapsody - Remastered 2011,[rock],0.41,0.40,0.05,0.27,0.30,0.22,71.11
948,2018,2EzRdhuoPyNJDlep7lnNf2,Danny Ocean,Dembow,[latin],0.80,0.74,0.08,0.08,0.09,0.45,99.98
949,2018,7wBJfHzpfI3032CSD7CE2m,Travis Scott,STARGAZING,[hip hop],0.49,0.79,0.04,0.01,0.19,0.06,150.01
950,2018,2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),[hip hop],0.70,0.72,0.04,0.03,0.13,0.29,104.97
951,2018,3BT6pJdmvpsjCHsbZg9fzF,Bebe Rexha,Im a Mess,[pop],0.63,0.69,0.03,0.00,0.07,0.22,97.01
952,2018,43cFjTTCD9Cni4aSL0sORz,KYLE,Playinwitme (feat. Kehlani),[hip hop],0.69,0.59,0.12,0.30,0.28,0.68,156.58
953,2018,514rhnksEwHUh6LxXsQ4Y9,Selena Gomez,Back To You,[pop],0.60,0.68,0.05,0.10,0.11,0.49,102.04
954,2018,2rb5MvYT7ZIxbKW5hfcHx8,J Balvin,Mi Gente,[latin],0.54,0.68,0.10,0.01,0.13,0.29,103.81
955,2018,5N4erncE7kuUccm7zEmwzk,Silk City,Electricity (with Dua Lipa),[Dance/Electronic],0.59,0.67,0.05,0.01,0.34,0.51,118.16
956,2018,5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,[indie pop],0.38,0.90,0.04,0.00,0.19,0.47,174.30
957,2018,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,the remedy for a broken heart (why am I so in love),[hip hop],0.70,0.30,0.10,0.78,0.14,0.27,119.71
958,2018,6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,Look At Me!,[hip hop],0.76,0.73,0.28,0.26,0.10,0.35,139.06
959,2018,3soOPBuMK8YMdWnV7xpEyf,Sean Paul,Mad Love,[Dance/Electronic],0.82,0.82,0.21,0.01,0.17,0.63,98.02
960,2018,5tz69p7tJuGPeMGwNTxYuV,Logic,1-800-273-8255,[hip hop],0.62,0.57,0.05,0.57,0.19,0.35,100.02
961,2018,2374M0fQpWi3dLnB54qaLX,Toto,Africa,[rock],0.67,0.37,0.03,0.26,0.05,0.73,92.72
962,2018,4keoy2fqgwGnbWlm3ZVZFa,Zedd,Happy Now,[Dance/Electronic],0.50,0.74,0.05,0.58,0.07,0.46,88.34
963,2018,0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,Wake Up in the Sky,[hip hop],0.80,0.58,0.05,0.00,0.36,0.37,143.01
964,2018,3ITvHA9zhZZdBJsOsAUegF,Bad Bunny,Amorfoda,[latin],0.73,0.46,0.07,0.98,0.08,0.20,148.13
965,2018,3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,[indie pop],0.69,0.46,0.05,0.60,0.11,0.72,150.95
966,2018,14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the partys over,[pop],0.50,0.10,0.06,0.98,0.09,0.21,124.00
967,2018,71bBFbfn2OBK5QwUJSLS44,Axwell /\ Ingrosso,More Than You Know,[Dance/Electronic],0.64,0.73,0.03,0.03,0.27,0.52,123.08
968,2018,3m660poUr1chesgkkjQM7P,Demi Lovato,Sorry Not Sorry,[pop],0.70,0.63,0.24,0.02,0.29,0.86,144.02
969,2018,6IaieqiCVvsNvEt6Y7yOFa,Post Malone,Ball For Me (feat. Nicki Minaj),[hip hop],0.79,0.56,0.23,0.49,0.08,0.51,134.04
970,2018,152lZdxL1OR0ZMW6KquMif,Khalid,Location,[pop],0.74,0.45,0.43,0.33,0.09,0.33,80.13
971,2018,5hM6sP0Gh1jD57drszNueC,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),[Dance/Electronic],0.48,0.80,0.04,0.02,0.23,0.17,112.95
972,2018,0r9d60ZYPAlFHq8qnUtkXN,Cosculluela,Madura (feat. Bad Bunny),[latin],0.88,0.56,0.20,0.14,0.15,0.75,88.03
973,2018,0QS5rZpm5zN9wV9lJgjyUE,Maluma,El Préstamo,[latin],0.79,0.74,0.08,0.18,0.12,0.78,94.02
974,2018,6U2NuJILEOEpW2tVCuqKHb,Daddy Yankee,Dura - Remix,[latin],0.77,0.80,0.05,0.19,0.43,0.85,94.98
975,2018,2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,[hip hop],0.88,0.35,0.35,0.02,0.09,0.38,75.02
976,2018,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.28
977,2018,6xtcFXSo8H9BZN637BMVKS,Rita Ora,Let You Love Me,[pop],0.53,0.85,0.20,0.29,0.08,0.46,94.42
978,2018,2vvdTrdryjsl8DmPIMDWZU,Enrique Iglesias,EL BAÑO,[latin],0.72,0.84,0.04,0.13,0.11,0.53,90.02
979,2018,3ncgNpxLoBQ65ABk4djDyd,Famous Dex,PICK IT UP (feat. A$AP Rocky),[hip hop],0.92,0.47,0.12,0.01,0.33,0.29,136.00
980,2018,1yxgsra98r3qAtxqiGZPiX,Travis Scott,BUTTERFLY EFFECT,[hip hop],0.76,0.60,0.05,0.07,0.11,0.18,140.99
981,2018,62o8KoI44JfN7aYxgTnPvh,Maluma,Mala Mía,[latin],0.75,0.75,0.35,0.31,0.23,0.90,180.05
982,2018,6De0lHrwBfPfrhorm9q1Xl,Danny Ocean,Me Rehúso,[latin],0.74,0.80,0.07,0.02,0.05,0.43,104.82
983,2018,75FDPwaULRdYDn4StFN2rT,Cardi B,Bartier Cardi (feat. 21 Savage),[hip hop],0.91,0.55,0.18,0.00,0.36,0.10,138.04
984,2018,4lTiuD1DwBKo4L7wqMkD7C,Famous Dex,JAPAN,[hip hop],0.73,0.68,0.44,0.12,0.35,0.84,175.98
985,2018,7EI6Iki24tBHAMxtb4xQN2,Rita Ora,Anywhere,[Dance/Electronic],0.63,0.80,0.06,0.04,0.10,0.32,106.93
986,2018,7rwX0O3RlxqqIjQM8evm5E,Ozuna,Solita,[latin],0.81,0.63,0.09,0.06,0.11,0.33,138.04
987,2018,4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,[pop],0.77,0.63,0.04,0.10,0.08,0.78,100.04
988,2018,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,No Limit,[hip hop],0.84,0.77,0.24,0.01,0.09,0.41,175.96
989,2018,2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,[hip hop],0.93,0.72,0.11,0.07,0.35,0.46,125.02
990,2018,2RVrdr062uLFxXwIxwdXPH,Piso 21,Te Amo,[latin],0.85,0.72,0.07,0.02,0.24,0.63,98.01
991,2018,32DGGj6KlNuBr6WaqRxpxi,Charlie Puth,How Long,[pop],0.85,0.58,0.08,0.19,0.08,0.78,110.01
992,2018,6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,X - Remix,[latin],0.66,0.70,0.10,0.06,0.08,0.74,180.11
993,2018,6WbADFqMvR8N5u0BvtsWQE,Avicii,Without You (feat. Sandro Cavazza),[Dance/Electronic],0.65,0.86,0.04,0.00,0.04,0.28,134.01
994,2018,3fpVWegR6YOS1Yk5HSMYIq,Post Malone,Paranoid,[hip hop],0.61,0.55,0.14,0.04,0.17,0.24,159.85
995,2018,1XM5PgxjpYcF0JuE9nfUbS,Sebastian Yatra,Por Perro,[latin],0.69,0.76,0.06,0.42,0.08,0.91,172.02
996,2018,5CtI0qwDJkDQGwXD1H1cLb,Luis Fonsi,Despacito - Remix,[latin],0.69,0.82,0.12,0.23,0.09,0.81,88.93
997,2018,19MBk3PbNFE36wqIqkMq9H,Alvaro Soler,La Cintura,[latin],0.70,0.84,0.08,0.03,0.38,0.79,100.04
998,2018,2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,Love Someone,[pop],0.55,0.42,0.05,0.16,0.11,0.27,172.07
999,2018,04MLEeAMuV9IlHEsD8vF6A,French Montana,No Stylist,[hip hop],0.77,0.70,0.13,0.02,0.23,0.50,147.06
1000,2018,6752EZMgXswvRBH3N2PilO,Ozuna,Unica,[latin],0.65,0.90,0.04,0.17,0.10,0.66,174.07
1001,2017,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,[pop],0.83,0.65,0.08,0.58,0.09,0.93,95.98
1002,2017,5CtI0qwDJkDQGwXD1H1cLb,Luis Fonsi  Daddy Yankee  Justin Bieber,Despacito - Remix,[latin],0.69,0.82,0.12,0.23,0.09,0.81,88.93
1003,2017,7wGoVu4Dady5GV0Sv4UIsx,Post Malone  21 Savage,rockstar (feat. 21 Savage),[hip hop],0.58,0.52,0.10,0.13,0.14,0.12,159.77
1004,2017,6uFsE1JgZ20EXyU0JQZbUR,Taylor Swift,Look What You Made Me Do,[pop],0.77,0.68,0.14,0.21,0.12,0.50,128.06
1005,2017,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,[hip hop],0.91,0.62,0.10,0.00,0.10,0.42,150.01
1006,2017,3DXncPQOG4VBw3QHh3S817,DJ Khaled  Justin Bieber  Quavo  Chance the Rapper  Lil Wayne,Im the One (feat. Justin Bieber  Quavo  Chance the Rapper & Lil Wayne),[hip hop],0.61,0.67,0.04,0.06,0.17,0.81,80.92
1007,2017,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,[pop],0.46,0.83,0.10,0.02,0.14,0.47,135.01
1008,2017,0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello  Young Thug,Havana (feat. Young Thug),[pop],0.77,0.52,0.03,0.19,0.10,0.42,104.99
1009,2017,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers  Coldplay,Something Just Like This,[Dance/Electronic],0.62,0.64,0.03,0.05,0.16,0.45,103.02
1010,2017,7hDc8b7IXETo14hHIHdnhd,Drake,Passionfruit,[hip hop],0.81,0.46,0.04,0.26,0.11,0.36,111.98
1011,2017,2rb5MvYT7ZIxbKW5hfcHx8,J Balvin  Willy William,Mi Gente,[latin],0.54,0.68,0.10,0.01,0.13,0.29,103.81
1012,2017,1OAh8uOEOvTDqkKFsKksCi,DJ Khaled  Rihanna  Bryson Tiller,Wild Thoughts (feat. Rihanna & Bryson Tiller),[hip hop],0.67,0.67,0.07,0.03,0.12,0.63,97.98
1013,2017,3eR23VReFzcdmS7TYCrhCe,Kygo  Selena Gomez,It Aint Me (with Selena Gomez),[Dance/Electronic],0.64,0.53,0.07,0.12,0.09,0.52,99.97
1014,2017,0afhq8XCExXpqazXczTSve,Ed Sheeran,Galway Girl,[pop],0.62,0.88,0.10,0.07,0.33,0.78,99.94
1015,2017,6HZILIRieu8S0iqY8kIKhj,Kendrick Lamar,DNA.,[hip hop],0.64,0.52,0.36,0.00,0.08,0.42,139.91
1016,2017,3NdDpSvN911VPGivFlV5d0,ZAYN  Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),[pop],0.74,0.45,0.06,0.06,0.33,0.09,117.97
1017,2017,0mel2N9Ws9r4yLQn5QE21Y,Sam Smith,Too Good At Goodbyes,[pop],0.65,0.38,0.05,0.66,0.18,0.54,91.84
1018,2017,3A7qX2QjDlPnazUsRk5y0M,David Guetta  Justin Bieber,2U (feat. Justin Bieber),[Dance/Electronic],0.55,0.65,0.06,0.22,0.23,0.56,144.94
1019,2017,5UEnHoDYpsxlfzWLZIc7LD,Eminem  Ed Sheeran,River (feat. Ed Sheeran),[hip hop],0.76,0.75,0.47,0.17,0.08,0.69,90.05
1020,2017,72jbDTw1piOOj770jWNeaG,The Chainsmokers,Paris,[Dance/Electronic],0.65,0.66,0.03,0.02,0.09,0.22,99.99
1021,2017,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.27
1022,2017,4aWmUDTfIPGksMNLV2rQP2,Luis Fonsi  Daddy Yankee,Despacito,[latin],0.66,0.79,0.17,0.21,0.11,0.85,177.83
1023,2017,7nZmah2llfvLDiUjm0kiyz,Justin Bieber  BloodPop®,Friends (with BloodPop®),[pop],0.74,0.74,0.04,0.00,0.31,0.65,104.99
1024,2017,1bhUWB0zJMIKr9yVPrkEuI,Ed Sheeran  Beyoncé,Perfect Duet (Ed Sheeran & Beyoncé),[pop],0.59,0.30,0.03,0.78,0.12,0.36,94.99
1025,2017,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,New Rules,[pop],0.76,0.70,0.07,0.00,0.15,0.61,116.07
1026,2017,3rOSwuTsUlJp0Pu0MkN8r8,Future,Mask Off,[hip hop],0.83,0.43,0.43,0.01,0.17,0.28,150.06
1027,2017,5aAx2yezTd8zXrkmtKl66Z,The Weeknd  Daft Punk,Starboy,[R&B],0.68,0.59,0.28,0.17,0.13,0.54,186.05
1028,2017,3B54sVLJ402zGa6Xm4YGNe,French Montana  Swae Lee,Unforgettable,[hip hop],0.73,0.77,0.12,0.03,0.10,0.73,97.99
1029,2017,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,[pop],0.60,0.45,0.02,0.16,0.11,0.17,95.05
1030,2017,7EmGUiUaOSGDnUUQUDrOXC,Selena Gomez  Marshmello,Wolves,[pop],0.72,0.80,0.04,0.14,0.18,0.33,124.99
1031,2017,3hBBKuWJfxlIlnd9QFoC8k,Maroon 5  SZA,What Lovers Do (feat. SZA),[pop],0.80,0.62,0.07,0.08,0.09,0.39,110.01
1032,2017,5tz69p7tJuGPeMGwNTxYuV,Logic  Alessia Cara  Khalid,1-800-273-8255,[hip hop],0.62,0.57,0.05,0.57,0.19,0.36,100.02
1033,2017,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,Thats What I Like,[pop],0.85,0.56,0.04,0.01,0.09,0.86,134.07
1034,2017,2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,Happier,[pop],0.52,0.39,0.03,0.54,0.14,0.24,89.79
1035,2017,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers  Halsey,Closer,[Dance/Electronic],0.75,0.52,0.03,0.41,0.11,0.66,95.01
1036,2017,43ZyHQITOjhciSUUNPVRHc,Lil Pump,Gucci Gang,[hip hop],0.94,0.52,0.06,0.24,0.12,0.70,119.89
1037,2017,5bcTCxgc7xVfSaMV3RuVke,Calvin Harris  Pharrell Williams  Katy Perry  Big Sean  Funk Wav,Feels (feat. Pharrell Williams  Katy Perry & Big Sean),[Dance/Electronic],0.89,0.75,0.06,0.06,0.09,0.87,101.02
1038,2017,0dA2Mk56wEzDgegdC6R17g,Zedd  Alessia Cara,Stay,[Dance/Electronic],0.68,0.63,0.07,0.23,0.12,0.50,102.01
1039,2017,4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,[pop],0.77,0.63,0.04,0.10,0.08,0.78,100.04
1040,2017,5knuzwU65gJK7IF5yJsuaW,Clean Bandit  Sean Paul  Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie),[Dance/Electronic],0.72,0.76,0.05,0.41,0.18,0.74,101.97
1041,2017,6SwRhMLwNqEi6alNPVG00n,Kendrick Lamar  Rihanna,LOYALTY. FEAT. RIHANNA.,[hip hop],0.66,0.54,0.06,0.03,0.20,0.42,110.68
1042,2017,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix  Dua Lipa,Scared to Be Lonely,[Dance/Electronic],0.58,0.54,0.06,0.09,0.26,0.20,137.97
1043,2017,1j4kHkkpqZRBwE0A4CN4Yv,ZAYN  Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,[pop],0.26,0.44,0.04,0.10,0.11,0.10,180.04
1044,2017,51ChrwmUPDJvedPQnIU8Ls,Ed Sheeran,Dive,[pop],0.76,0.39,0.04,0.36,0.10,0.53,134.94
1045,2017,79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,Theres Nothing Holdin Me Back,[pop],0.86,0.80,0.06,0.38,0.09,0.97,122.00
1046,2017,1sCxVKWImDZSZKvG0U9B23,Selena Gomez,Bad Liar,[pop],0.95,0.41,0.07,0.18,0.08,0.72,121.07
1047,2017,1EaKU4dMbesXXd3BrLCtYG,Kendrick Lamar,ELEMENT.,[hip hop],0.75,0.71,0.49,0.20,0.25,0.48,189.89
1048,2017,6kex4EBAj0WHXDKZMEJaaF,Jason Derulo  Nicki Minaj  Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),[Dance/Electronic],0.70,0.82,0.11,0.08,0.19,0.78,98.06
1049,2017,2habSXqcJGExM6JJyskY7O,Miley Cyrus,Malibu,[pop],0.57,0.78,0.05,0.06,0.08,0.40,140.00
1050,2017,5HDPtsnyb3maFmPL8LLUTG,Ed Sheeran,New Man,[pop],0.78,0.75,0.15,0.06,0.06,0.86,94.03
1051,2017,2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,[pop],0.74,0.48,0.03,0.19,0.36,0.95,107.68
1052,2017,6520aj0B4FSKGVuKNsOCOi,Katy Perry  Skip Marley,Chained To The Rhythm,[pop],0.45,0.80,0.17,0.07,0.15,0.46,189.80
1053,2017,1x5sYLZiu9r5E43kMlt9f8,Clean Bandit  Zara Larsson,Symphony (feat. Zara Larsson),[Dance/Electronic],0.71,0.63,0.06,0.26,0.14,0.46,122.86
1054,2017,0tKcYR2II1VCQWT79i5NrW,Imagine Dragons,Thunder,[modern rock  rock],0.60,0.81,0.05,0.01,0.16,0.30,167.88
1055,2017,2pJZ1v8HezrAoZ0Fhzby92,Ed Sheeran,What Do I Know?,[pop],0.84,0.49,0.04,0.25,0.26,0.90,115.09
1056,2017,6EpRaXYhGOB3fj4V2uDkMJ,Liam Payne  Quavo,Strip That Down (feat. Quavo),[pop],0.87,0.49,0.05,0.25,0.08,0.53,106.03
1057,2017,7vGuf3Y35N4wmASOKLUVVU,Marshmello  Khalid,Silence,[Dance/Electronic],0.52,0.76,0.09,0.26,0.17,0.29,141.97
1058,2017,6mrKP2jyIQmM0rw6fQryjr,NF,Let You Down,[hip hop],0.66,0.72,0.11,0.33,0.17,0.44,148.02
1059,2017,4pdPtRcBmOSQDlJ3Fk945m,DJ Snake  Justin Bieber,Let Me Love You,[Dance/Electronic],0.48,0.72,0.06,0.08,0.12,0.14,199.86
1060,2017,25C5CowdsfXld2jJanbiex,Demi Lovato,Sorry Not Sorry,[pop],0.70,0.64,0.24,0.03,0.26,0.87,144.08
1061,2017,2eMwDehkIC1j68U6FA3Eiq,Lil Uzi Vert,XO Tour Llif3,[hip hop],0.73,0.75,0.23,0.00,0.11,0.40,155.10
1062,2017,5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Wont Let Go,[pop],0.36,0.56,0.06,0.70,0.09,0.49,85.04
1063,2017,1zsG4eaZmkA1dvjDDsAGLK,Luis Fonsi  Demi Lovato,Échame La Culpa,[latin],0.72,0.90,0.04,0.03,0.10,0.64,96.02
1064,2017,6PJ8FF6UR8FZXfEvpHkIVN,Ed Sheeran,How Would You Feel (Paean),[latin],0.62,0.44,0.03,0.42,0.13,0.24,139.98
1065,2017,0NiXXAI876aGImAd6rTj8w,Jonas Blue  William Singe,Mama,[Dance/Electronic],0.74,0.79,0.04,0.09,0.05,0.55,104.02
1066,2017,4Km5HrUvYTaSUfiSGPJeQR,Migos  Lil Uzi Vert,Bad and Boujee (feat. Lil Uzi Vert),[hip hop],0.93,0.67,0.24,0.06,0.12,0.17,127.08
1067,2017,6D0b04NJIKfEMg040WioJQ,Julia Michaels,Issues,[pop],0.71,0.43,0.09,0.41,0.06,0.42,113.80
1068,2017,5GXAXm5YOmYT0kL5jHvYBt,The Weeknd  Daft Punk,I Feel It Coming,[R&B],0.77,0.82,0.12,0.43,0.07,0.59,92.99
1069,2017,2bjwRfXMk4uRgOD9IBYl9h,Drake  Quavo  Travis Scott,Portland,[hip hop],0.93,0.44,0.26,0.02,0.28,0.35,136.08
1070,2017,7tr2za8SQg2CI8EDgrdtNl,Calvin Harris  Frank Ocean  Migos  Funk Wav,Slide (feat. Frank Ocean & Migos),[Dance/Electronic],0.74,0.80,0.05,0.50,0.25,0.51,104.07
1071,2017,5MFzQMkrl1FOOng9tq6R9r,Maroon 5  Kendrick Lamar,Dont Wanna Know (feat. Kendrick Lamar),[pop],0.78,0.62,0.08,0.34,0.10,0.45,100.05
1072,2017,5Ohxk2dO5COHF1krpoPigN,Harry Styles,Sign of the Times,[pop],0.52,0.60,0.03,0.03,0.11,0.22,119.97
1073,2017,343YBumqHu19cGoGARUTsd,Drake,Fake Love,[hip hop],0.93,0.48,0.29,0.11,0.18,0.61,134.01
1074,2017,5k38wzpLb15YgncyWdTZE4,G-Eazy  Halsey,Him & I (with Halsey),[hip hop],0.59,0.73,0.09,0.05,0.31,0.19,87.91
1075,2017,6PGoSes0D9eUDeeAafB2As,Kendrick Lamar  Zacari,LOVE. FEAT. ZACARI.,[hip hop],0.80,0.59,0.09,0.26,0.15,0.78,126.06
1076,2017,7oolFzHipTMg2nL7shhdz2,Ed Sheeran,Eraser,[pop],0.64,0.81,0.08,0.09,0.05,0.91,86.01
1077,2017,19WjVVgXjdKXfLXoaDPwTM,Taylor Swift,..Ready For It?,[pop],0.62,0.77,0.14,0.06,0.16,0.41,160.05
1078,2017,0CokSRCu5hZgPxcZBaEzVE,Macklemore  Skylar Grey,Glorious (feat. Skylar Grey),[hip hop],0.73,0.79,0.05,0.03,0.11,0.36,139.99
1079,2017,4VuS959DSpr82t3qBqCrWG,Ed Sheeran,Supermarket Flowers,[pop],0.59,0.24,0.04,0.91,0.09,0.26,89.75
1080,2017,4BHSjbYylfOH5WAGusDyni,Kendrick Lamar,YAH.,[hip hop],0.67,0.70,0.20,0.58,0.23,0.65,69.99
1081,2017,3Lfiu5sZ4M4B6JaKMBc0FU,Ed Sheeran,Barcelona,[pop],0.75,0.76,0.19,0.45,0.15,0.68,99.98
1082,2017,0qYTZCo5Bwh1nsUFGZP3zn,Maluma,Felices los 4,[latin],0.76,0.79,0.15,0.23,0.35,0.74,93.97
1083,2017,75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,[hip hop],0.56,0.54,0.04,0.07,0.20,0.29,143.95
1084,2017,05KOgYg8PGeJyyWBPi5ja8,Drake,Free Smoke,[hip hop],0.74,0.49,0.44,0.07,0.57,0.20,141.98
1085,2017,7F9vK8hNFMml4GtHsaXui6,Louis Tomlinson  Bebe Rexha  Digital Farm Animals,Back to You (feat. Bebe Rexha & Digital Farm Animals),[pop],0.68,0.53,0.14,0.21,0.39,0.65,75.02
1086,2017,5b2QnYcT9rQIkhRWt4HztQ,Eminem  Beyoncé,Walk On Water (feat. Beyoncé),[hip hop],0.49,0.60,0.19,0.80,0.58,0.61,84.00
1087,2017,78rIJddV4X0HkNAInEcYde,Starley  Ryan Riback,Call on Me - Ryan Riback Remix,[Dance/Electronic],0.67,0.84,0.04,0.06,0.16,0.72,105.00
1088,2017,5Gd19NupVe5X8bAqxf9Iaz,Taylor Swift,Gorgeous,[pop],0.79,0.53,0.18,0.07,0.22,0.43,91.98
1089,2017,2dfHh7ECGxfNqZTQno09Vk,Ed Sheeran,Hearts Dont Break Around Here,[pop],0.60,0.37,0.03,0.72,0.16,0.18,105.18
1090,2017,0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,[rock],0.78,0.79,0.11,0.05,0.14,0.71,124.98
1091,2017,6b8Be6ljOzmkOmFslEb23P,Bruno Mars,24K Magic,[pop],0.82,0.80,0.08,0.03,0.15,0.63,106.97
1092,2017,6jA8HL9i4QGzsj6fjoxp8Y,Martin Garrix  Troye Sivan,There for You,[Dance/Electronic],0.61,0.64,0.06,0.12,0.12,0.13,105.97
1093,2017,2Gl0FzuLxflY6nPifJp5Dr,Kygo  Ellie Goulding,First Time,[Dance/Electronic],0.63,0.59,0.11,0.20,0.10,0.68,90.07
1094,2017,4iYRa2btalAzPZoSYfROqF,Kendrick Lamar  U2,XXX. FEAT. U2.,[hip hop],0.57,0.62,0.41,0.14,0.11,0.29,170.12
1095,2017,3PEgB3fkiojxms35ntsTgs,Axwell /\ Ingrosso,More Than You Know,[Dance/Electronic],0.64,0.74,0.04,0.03,0.26,0.54,123.07
1096,2017,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,[hip hop],0.87,0.39,0.24,0.47,0.30,0.44,134.02
1097,2017,2LTlO3NuNVN70lp2ZbVswF,Kendrick Lamar,FEEL.,[hip hop],0.75,0.80,0.35,0.14,0.14,0.55,109.97
1098,2017,6mICuAdrwEjh6Y6lroV2Kg,Shakira  Maluma,Chantaje (feat. Maluma),[latin],0.85,0.77,0.08,0.19,0.16,0.91,102.03
1099,2017,6fujklziTHa8uoM5OQSfIo,Rae Sremmurd  Gucci Mane,Black Beatles,[hip hop],0.79,0.63,0.06,0.14,0.13,0.36,145.93
1100,2017,6Na5uKk5SsqZimk0hAWo8y,Drake,Signs,[hip hop],0.79,0.74,0.05,0.11,0.11,0.22,107.37
1101,2017,35QZaWQRkmnAVqBF1TLCxQ,Ed Sheeran,Nancy Mulligan,[pop],0.68,0.85,0.03,0.12,0.09,0.86,101.99
